data path:
['data/XJTU data\\R2.5_battery-1.csv', 'data/XJTU data\\R2.5_battery-2.csv', 'data/XJTU data\\R2.5_battery-3.csv', 'data/XJTU data\\R2.5_battery-5.csv', 'data/XJTU data\\R2.5_battery-6.csv', 'data/XJTU data\\R2.5_battery-7.csv']
data path:
['data/XJTU data\\R2.5_battery-4.csv', 'data/XJTU data\\R2.5_battery-8.csv']
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:064, data loss:0.001592
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:065, data loss:0.000499
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:065, data loss:0.000217
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:066, data loss:0.000517
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:066, data loss:0.000195
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:067, data loss:0.000465
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:067, data loss:0.000447
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:068, data loss:0.000343
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:068, data loss:0.000808
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:069, data loss:0.000374
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:069, data loss:0.000453
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:070, data loss:0.000371
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:070, data loss:0.000362
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:071, data loss:0.000328
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:071, data loss:0.000476
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:072, data loss:0.000321
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:072, data loss:0.000515
2025-03-13 12:38 - function:train_one_epoch - INFO - [Train] epoch:073, data loss:0.000351
2025-03-13 12:38 - function:valid - INFO - [Valid] epoch:073, data loss:0.000190
